LOCATION,INDICATOR,SUBJECT,ASAB,FREQUENCY,TIME,Value,Flag Codes
LUX,EDUADULT,TRY,WOMEN,A,2014,43.9907,
LUX,EDUADULT,TRY,WOMEN,A,2015,39.998001,
LUX,EDUADULT,TRY,WOMEN,A,2016,42.706947,
LUX,EDUADULT,TRY,WOMEN,A,2017,41.437519,
LUX,EDUADULT,TRY,WOMEN,A,2018,44.569466,
LUX,EDUADULT,TRY,WOMEN,A,2019,53.374012,
LUX,EDUADULT,TRY,WOMEN,A,2020,52.49231,
LUX,EDUADULT,UPPSRY,MEN,A,2000,44.441574,
LUX,EDUADULT,UPPSRY,MEN,A,2005,41.035179,
LUX,EDUADULT,UPPSRY,MEN,A,2006,43.232094,
LUX,EDUADULT,UPPSRY,MEN,A,2007,41.246735,
LUX,EDUADULT,UPPSRY,MEN,A,2008,42.17831,
LUX,EDUADULT,UPPSRY,MEN,A,2009,42.776512,
LUX,EDUADULT,UPPSRY,MEN,A,2010,41.82111,
LUX,EDUADULT,UPPSRY,MEN,A,2011,39.783173,
LUX,EDUADULT,UPPSRY,MEN,A,2012,38.309841,
LUX,EDUADULT,UPPSRY,MEN,A,2013,39.724571,
LUX,EDUADULT,UPPSRY,MEN,A,2014,36.248791,
LUX,EDUADULT,UPPSRY,MEN,A,2015,35.586498,
LUX,EDUADULT,UPPSRY,MEN,A,2016,36.638424,
LUX,EDUADULT,UPPSRY,MEN,A,2017,38.067387,
LUX,EDUADULT,UPPSRY,MEN,A,2018,34.551289,
LUX,EDUADULT,UPPSRY,MEN,A,2019,25.528835,
LUX,EDUADULT,UPPSRY,MEN,A,2020,24.224262,
LUX,EDUADULT,UPPSRY,WOMEN,A,2000,40.779026,
LUX,EDUADULT,UPPSRY,WOMEN,A,2005,37.542976,
LUX,EDUADULT,UPPSRY,WOMEN,A,2006,39.84531,
LUX,EDUADULT,UPPSRY,WOMEN,A,2007,37.2318,
LUX,EDUADULT,UPPSRY,WOMEN,A,2008,38.343952,
LUX,EDUADULT,UPPSRY,WOMEN,A,2009,42.316128,
LUX,EDUADULT,UPPSRY,WOMEN,A,2010,42.587482,
LUX,EDUADULT,UPPSRY,WOMEN,A,2011,40.673607,
LUX,EDUADULT,UPPSRY,WOMEN,A,2012,40.097633,
LUX,EDUADULT,UPPSRY,WOMEN,A,2013,39.90572,
LUX,EDUADULT,UPPSRY,WOMEN,A,2014,35.827461,
LUX,EDUADULT,UPPSRY,WOMEN,A,2015,34.009411,
LUX,EDUADULT,UPPSRY,WOMEN,A,2016,35.240349,
LUX,EDUADULT,UPPSRY,WOMEN,A,2017,34.612057,
LUX,EDUADULT,UPPSRY,WOMEN,A,2018,32.123833,
LUX,EDUADULT,UPPSRY,WOMEN,A,2019,21.357676,
LUX,EDUADULT,UPPSRY,WOMEN,A,2020,21.38092,
MEX,EDUADULT,TRY,MEN,A,2000,17.868587,
MEX,EDUADULT,TRY,MEN,A,2001,18.459782,
MEX,EDUADULT,TRY,MEN,A,2002,18.415346,
MEX,EDUADULT,TRY,MEN,A,2003,18.621986,
MEX,EDUADULT,TRY,MEN,A,2004,19.496887,
MEX,EDUADULT,TRY,MEN,A,2005,15.130651,
MEX,EDUADULT,TRY,MEN,A,2006,15.458891,
MEX,EDUADULT,TRY,MEN,A,2007,15.772163,
MEX,EDUADULT,TRY,MEN,A,2008,15.662516,
MEX,EDUADULT,TRY,MEN,A,2009,16.192701,
MEX,EDUADULT,TRY,MEN,A,2010,16.31839,
MEX,EDUADULT,TRY,MEN,A,2011,16.553083,
MEX,EDUADULT,TRY,MEN,A,2012,17.155567,
MEX,EDUADULT,TRY,MEN,A,2013,17.27128,
MEX,EDUADULT,TRY,MEN,A,2014,17.076834,
MEX,EDUADULT,TRY,MEN,A,2015,17.442137,
MEX,EDUADULT,TRY,MEN,A,2016,17.931393,
MEX,EDUADULT,TRY,MEN,A,2017,18.578926,
MEX,EDUADULT,TRY,MEN,A,2018,18.878956,
MEX,EDUADULT,TRY,MEN,A,2019,18.929453,
MEX,EDUADULT,TRY,MEN,A,2020,19.960196,
MEX,EDUADULT,TRY,WOMEN,A,2000,11.787515,
MEX,EDUADULT,TRY,WOMEN,A,2001,12.193707,
MEX,EDUADULT,TRY,WOMEN,A,2002,12.712215,
MEX,EDUADULT,TRY,WOMEN,A,2003,12.88608,
MEX,EDUADULT,TRY,WOMEN,A,2004,14.009907,
MEX,EDUADULT,TRY,WOMEN,A,2005,10.656567,
MEX,EDUADULT,TRY,WOMEN,A,2006,11.367753,
MEX,EDUADULT,TRY,WOMEN,A,2007,11.644622,
MEX,EDUADULT,TRY,WOMEN,A,2008,11.943851,
MEX,EDUADULT,TRY,WOMEN,A,2009,12.663967,
MEX,EDUADULT,TRY,WOMEN,A,2010,13.19238,
MEX,EDUADULT,TRY,WOMEN,A,2011,13.649809,
MEX,EDUADULT,TRY,WOMEN,A,2012,14.435471,
MEX,EDUADULT,TRY,WOMEN,A,2013,15.256807,
MEX,EDUADULT,TRY,WOMEN,A,2014,15.048493,
MEX,EDUADULT,TRY,WOMEN,A,2015,15.255282,
MEX,EDUADULT,TRY,WOMEN,A,2016,15.838044,
MEX,EDUADULT,TRY,WOMEN,A,2017,16.402203,
MEX,EDUADULT,TRY,WOMEN,A,2018,17.18869,
MEX,EDUADULT,TRY,WOMEN,A,2019,17.667831,
MEX,EDUADULT,TRY,WOMEN,A,2020,18.965326,
MEX,EDUADULT,UPPSRY,MEN,A,2000,13.148427,
MEX,EDUADULT,UPPSRY,MEN,A,2001,13.094056,
MEX,EDUADULT,UPPSRY,MEN,A,2002,13.333282,
MEX,EDUADULT,UPPSRY,MEN,A,2003,13.14673,
MEX,EDUADULT,UPPSRY,MEN,A,2004,13.745427,
MEX,EDUADULT,UPPSRY,MEN,A,2005,14.573572,
MEX,EDUADULT,UPPSRY,MEN,A,2006,14.993038,
MEX,EDUADULT,UPPSRY,MEN,A,2007,15.252857,
MEX,EDUADULT,UPPSRY,MEN,A,2008,15.505013,
MEX,EDUADULT,UPPSRY,MEN,A,2009,16.287386,
MEX,EDUADULT,UPPSRY,MEN,A,2010,16.71188,
MEX,EDUADULT,UPPSRY,MEN,A,2011,17.552267,
MEX,EDUADULT,UPPSRY,MEN,A,2012,17.633924,
MEX,EDUADULT,UPPSRY,MEN,A,2013,18.241148,
MEX,EDUADULT,UPPSRY,MEN,A,2014,18.74284,
MEX,EDUADULT,UPPSRY,MEN,A,2015,19.085745,
MEX,EDUADULT,UPPSRY,MEN,A,2016,19.535267,
MEX,EDUADULT,UPPSRY,MEN,A,2017,19.897543,
MEX,EDUADULT,UPPSRY,MEN,A,2018,20.928068,
MEX,EDUADULT,UPPSRY,MEN,A,2019,21.518822,
MEX,EDUADULT,UPPSRY,MEN,A,2020,22.089827,
MEX,EDUADULT,UPPSRY,WOMEN,A,2000,15.605357,
MEX,EDUADULT,UPPSRY,WOMEN,A,2001,15.823083,
MEX,EDUADULT,UPPSRY,WOMEN,A,2002,15.736813,
MEX,EDUADULT,UPPSRY,WOMEN,A,2003,15.342485,
MEX,EDUADULT,UPPSRY,WOMEN,A,2004,15.843489,
MEX,EDUADULT,UPPSRY,WOMEN,A,2005,16.169294,
MEX,EDUADULT,UPPSRY,WOMEN,A,2006,16.430241,
MEX,EDUADULT,UPPSRY,WOMEN,A,2007,16.69047,
MEX,EDUADULT,UPPSRY,WOMEN,A,2008,16.870163,
MEX,EDUADULT,UPPSRY,WOMEN,A,2009,17.58902,
MEX,EDUADULT,UPPSRY,WOMEN,A,2010,18.06399,
MEX,EDUADULT,UPPSRY,WOMEN,A,2011,18.63604,
MEX,EDUADULT,UPPSRY,WOMEN,A,2012,18.84193,
MEX,EDUADULT,UPPSRY,WOMEN,A,2013,18.896265,
MEX,EDUADULT,UPPSRY,WOMEN,A,2014,19.406786,
MEX,EDUADULT,UPPSRY,WOMEN,A,2015,19.647142,
MEX,EDUADULT,UPPSRY,WOMEN,A,2016,20.063717,
MEX,EDUADULT,UPPSRY,WOMEN,A,2017,20.545109,
MEX,EDUADULT,UPPSRY,WOMEN,A,2018,21.376276,
MEX,EDUADULT,UPPSRY,WOMEN,A,2019,21.537306,
MEX,EDUADULT,UPPSRY,WOMEN,A,2020,22.228416,
NLD,EDUADULT,TRY,MEN,A,2000,26.100851,
NLD,EDUADULT,TRY,MEN,A,2001,25.742794,
NLD,EDUADULT,TRY,MEN,A,2002,27.422941,
NLD,EDUADULT,TRY,MEN,A,2003,30.133541,
NLD,EDUADULT,TRY,MEN,A,2004,32.069435,
NLD,EDUADULT,TRY,MEN,A,2005,32.676991,
NLD,EDUADULT,TRY,MEN,A,2006,32.231956,
NLD,EDUADULT,TRY,MEN,A,2007,32.871872,
NLD,EDUADULT,TRY,MEN,A,2008,34.200722,
NLD,EDUADULT,TRY,MEN,A,2009,34.539516,
NLD,EDUADULT,TRY,MEN,A,2010,34.22699,
NLD,EDUADULT,TRY,MEN,A,2011,33.408222,
NLD,EDUADULT,TRY,MEN,A,2012,35.523708,
NLD,EDUADULT,TRY,MEN,A,2013,34.755119,
NLD,EDUADULT,TRY,MEN,A,2014,34.844147,
NLD,EDUADULT,TRY,MEN,A,2015,35.696461,
NLD,EDUADULT,TRY,MEN,A,2016,36.032528,
NLD,EDUADULT,TRY,MEN,A,2017,36.764774,
NLD,EDUADULT,TRY,MEN,A,2018,37.782265,
NLD,EDUADULT,TRY,MEN,A,2019,39.97419,
NLD,EDUADULT,TRY,MEN,A,2020,41.968655,
NLD,EDUADULT,TRY,WOMEN,A,2000,20.581749,
NLD,EDUADULT,TRY,WOMEN,A,2001,20.608261,
NLD,EDUADULT,TRY,WOMEN,A,2002,22.565882,
NLD,EDUADULT,TRY,WOMEN,A,2003,24.90634,
NLD,EDUADULT,TRY,WOMEN,A,2004,26.959208,
NLD,EDUADULT,TRY,WOMEN,A,2005,27.521421,
NLD,EDUADULT,TRY,WOMEN,A,2006,28.130663,
NLD,EDUADULT,TRY,WOMEN,A,2007,28.725107,
NLD,EDUADULT,TRY,WOMEN,A,2008,30.125334,
NLD,EDUADULT,TRY,WOMEN,A,2009,31.024853,
NLD,EDUADULT,TRY,WOMEN,A,2010,30.543089,
NLD,EDUADULT,TRY,WOMEN,A,2011,30.674158,
NLD,EDUADULT,TRY,WOMEN,A,2012,33.271935,
NLD,EDUADULT,TRY,WOMEN,A,2013,32.981159,
NLD,EDUADULT,TRY,WOMEN,A,2014,33.994911,
NLD,EDUADULT,TRY,WOMEN,A,2015,34.965019,
NLD,EDUADULT,TRY,WOMEN,A,2016,35.965878,
NLD,EDUADULT,TRY,WOMEN,A,2017,37.570652,
NLD,EDUADULT,TRY,WOMEN,A,2018,38.904495,
NLD,EDUADULT,TRY,WOMEN,A,2019,40.795212,
NLD,EDUADULT,TRY,WOMEN,A,2020,43.321602,
NLD,EDUADULT,UPPSRY,MEN,A,2000,42.744064,
NLD,EDUADULT,UPPSRY,MEN,A,2001,42.993347,
NLD,EDUADULT,UPPSRY,MEN,A,2002,43.765476,
NLD,EDUADULT,UPPSRY,MEN,A,2003,42.42239,
NLD,EDUADULT,UPPSRY,MEN,A,2004,42.215954,
NLD,EDUADULT,UPPSRY,MEN,A,2005,42.562145,
NLD,EDUADULT,UPPSRY,MEN,A,2006,42.891792,
NLD,EDUADULT,UPPSRY,MEN,A,2007,42.875389,
NLD,EDUADULT,UPPSRY,MEN,A,2008,41.318565,
NLD,EDUADULT,UPPSRY,MEN,A,2009,40.733852,
NLD,EDUADULT,UPPSRY,MEN,A,2010,40.437889,
NLD,EDUADULT,UPPSRY,MEN,A,2011,40.238148,
NLD,EDUADULT,UPPSRY,MEN,A,2012,39.164558,
NLD,EDUADULT,UPPSRY,MEN,A,2013,42.34885,
NLD,EDUADULT,UPPSRY,MEN,A,2014,42.29509,
NLD,EDUADULT,UPPSRY,MEN,A,2015,41.628002,
NLD,EDUADULT,UPPSRY,MEN,A,2016,41.72171,
NLD,EDUADULT,UPPSRY,MEN,A,2017,41.993813,
NLD,EDUADULT,UPPSRY,MEN,A,2018,41.538254,
NLD,EDUADULT,UPPSRY,MEN,A,2019,39.774967,
NLD,EDUADULT,UPPSRY,MEN,A,2020,39.161121,
NLD,EDUADULT,UPPSRY,WOMEN,A,2000,40.187115,
NLD,EDUADULT,UPPSRY,WOMEN,A,2001,40.785294,
NLD,EDUADULT,UPPSRY,WOMEN,A,2002,41.840698,
NLD,EDUADULT,UPPSRY,WOMEN,A,2003,40.921169,
NLD,EDUADULT,UPPSRY,WOMEN,A,2004,40.505852,
NLD,EDUADULT,UPPSRY,WOMEN,A,2005,40.833977,
NLD,EDUADULT,UPPSRY,WOMEN,A,2006,41.453426,
NLD,EDUADULT,UPPSRY,WOMEN,A,2007,41.880322,
NLD,EDUADULT,UPPSRY,WOMEN,A,2008,40.929783,
NLD,EDUADULT,UPPSRY,WOMEN,A,2009,40.486897,
NLD,EDUADULT,UPPSRY,WOMEN,A,2010,40.731598,
NLD,EDUADULT,UPPSRY,WOMEN,A,2011,40.247192,
NLD,EDUADULT,UPPSRY,WOMEN,A,2012,38.885651,
NLD,EDUADULT,UPPSRY,WOMEN,A,2013,41.501793,
NLD,EDUADULT,UPPSRY,WOMEN,A,2014,40.667057,
NLD,EDUADULT,UPPSRY,WOMEN,A,2015,40.509541,
NLD,EDUADULT,UPPSRY,WOMEN,A,2016,40.414757,
NLD,EDUADULT,UPPSRY,WOMEN,A,2017,40.435383,
NLD,EDUADULT,UPPSRY,WOMEN,A,2018,39.821945,
NLD,EDUADULT,UPPSRY,WOMEN,A,2019,38.574493,
NLD,EDUADULT,UPPSRY,WOMEN,A,2020,37.595325,
NZL,EDUADULT,TRY,MEN,A,2014,32.661697,
NZL,EDUADULT,TRY,MEN,A,2015,30.899937,
NZL,EDUADULT,TRY,MEN,A,2016,33.445648,
NZL,EDUADULT,TRY,MEN,A,2017,34.879517,
NZL,EDUADULT,TRY,MEN,A,2018,36.308079,
NZL,EDUADULT,TRY,MEN,A,2019,36.11018,
NZL,EDUADULT,TRY,MEN,A,2020,36.86467,
NZL,EDUADULT,TRY,WOMEN,A,2014,38.359295,
NZL,EDUADULT,TRY,WOMEN,A,2015,36.946754,
NZL,EDUADULT,TRY,WOMEN,A,2016,38.903072,
NZL,EDUADULT,TRY,WOMEN,A,2017,40.399647,
NZL,EDUADULT,TRY,WOMEN,A,2018,42.103603,
NZL,EDUADULT,TRY,WOMEN,A,2019,41.822868,
NZL,EDUADULT,TRY,WOMEN,A,2020,43.271767,
NZL,EDUADULT,UPPSRY,MEN,A,2014,42.552212,
NZL,EDUADULT,UPPSRY,MEN,A,2015,44.906948,
NZL,EDUADULT,UPPSRY,MEN,A,2016,43.270084,
NZL,EDUADULT,UPPSRY,MEN,A,2017,43.433735,
NZL,EDUADULT,UPPSRY,MEN,A,2018,43.507744,
NZL,EDUADULT,UPPSRY,MEN,A,2019,43.913261,
NZL,EDUADULT,UPPSRY,MEN,A,2020,43.046459,
NZL,EDUADULT,UPPSRY,WOMEN,A,2014,34.668133,
NZL,EDUADULT,UPPSRY,WOMEN,A,2015,36.772045,
NZL,EDUADULT,UPPSRY,WOMEN,A,2016,37.544266,
NZL,EDUADULT,UPPSRY,WOMEN,A,2017,39.013779,
NZL,EDUADULT,UPPSRY,WOMEN,A,2018,38.957661,
NZL,EDUADULT,UPPSRY,WOMEN,A,2019,39.503281,
NZL,EDUADULT,UPPSRY,WOMEN,A,2020,38.650585,
NOR,EDUADULT,TRY,MEN,A,2005,30,
NOR,EDUADULT,TRY,MEN,A,2006,29.855354,
NOR,EDUADULT,TRY,MEN,A,2007,31.025473,
NOR,EDUADULT,TRY,MEN,A,2008,32.155869,
NOR,EDUADULT,TRY,MEN,A,2009,32.496845,
NOR,EDUADULT,TRY,MEN,A,2010,33.543308,
NOR,EDUADULT,TRY,MEN,A,2011,33.906898,
NOR,EDUADULT,TRY,MEN,A,2012,34.009777,
NOR,EDUADULT,TRY,MEN,A,2013,34.774326,
NOR,EDUADULT,TRY,MEN,A,2014,37.583115,
NOR,EDUADULT,TRY,MEN,A,2015,38.427513,
NOR,EDUADULT,TRY,MEN,A,2016,38.396145,
NOR,EDUADULT,TRY,MEN,A,2017,38.701958,
NOR,EDUADULT,TRY,MEN,A,2018,39.068577,
NOR,EDUADULT,TRY,MEN,A,2019,39.005184,
NOR,EDUADULT,TRY,MEN,A,2020,39.585854,
NOR,EDUADULT,TRY,WOMEN,A,2005,35.470303,
NOR,EDUADULT,TRY,WOMEN,A,2006,36.092495,
NOR,EDUADULT,TRY,WOMEN,A,2007,37.470528,
NOR,EDUADULT,TRY,WOMEN,A,2008,39.98362,
NOR,EDUADULT,TRY,WOMEN,A,2009,41.044899,
NOR,EDUADULT,TRY,WOMEN,A,2010,41.171658,
NOR,EDUADULT,TRY,WOMEN,A,2011,42.356129,
NOR,EDUADULT,TRY,WOMEN,A,2012,43.339031,
NOR,EDUADULT,TRY,WOMEN,A,2013,45.019245,
NOR,EDUADULT,TRY,WOMEN,A,2014,46.135193,
NOR,EDUADULT,TRY,WOMEN,A,2015,47.20348,
NOR,EDUADULT,TRY,WOMEN,A,2016,47.866173,
NOR,EDUADULT,TRY,WOMEN,A,2017,47.927422,
NOR,EDUADULT,TRY,WOMEN,A,2018,48.301937,
NOR,EDUADULT,TRY,WOMEN,A,2019,49.493538,
NOR,EDUADULT,TRY,WOMEN,A,2020,51.226639,
NOR,EDUADULT,UPPSRY,MEN,A,2005,48.450245,
NOR,EDUADULT,UPPSRY,MEN,A,2006,49.390541,
NOR,EDUADULT,UPPSRY,MEN,A,2007,48.171131,
NOR,EDUADULT,UPPSRY,MEN,A,2008,48.598129,
NOR,EDUADULT,UPPSRY,MEN,A,2009,48.532196,
NOR,EDUADULT,UPPSRY,MEN,A,2010,47.669292,
NOR,EDUADULT,UPPSRY,MEN,A,2011,47.933632,
NOR,EDUADULT,UPPSRY,MEN,A,2012,47.978077,
NOR,EDUADULT,UPPSRY,MEN,A,2013,47.21571,
NOR,EDUADULT,UPPSRY,MEN,A,2014,43.784332,
NOR,EDUADULT,UPPSRY,MEN,A,2015,43.621574,
NOR,EDUADULT,UPPSRY,MEN,A,2016,43.312553,
NOR,EDUADULT,UPPSRY,MEN,A,2017,42.390541,
NOR,EDUADULT,UPPSRY,MEN,A,2018,42.658073,
NOR,EDUADULT,UPPSRY,MEN,A,2019,42.801586,
NOR,EDUADULT,UPPSRY,MEN,A,2020,42.131302,
NOR,EDUADULT,UPPSRY,WOMEN,A,2005,40.467777,
NOR,EDUADULT,UPPSRY,WOMEN,A,2006,42.443031,
NOR,EDUADULT,UPPSRY,WOMEN,A,2007,41.17548,
NOR,EDUADULT,UPPSRY,WOMEN,A,2008,40.704342,
NOR,EDUADULT,UPPSRY,WOMEN,A,2009,39.363266,
NOR,EDUADULT,UPPSRY,WOMEN,A,2010,38.84798,
NOR,EDUADULT,UPPSRY,WOMEN,A,2011,39.598278,
NOR,EDUADULT,UPPSRY,WOMEN,A,2012,38.784393,
NOR,EDUADULT,UPPSRY,WOMEN,A,2013,37.829098,
NOR,EDUADULT,UPPSRY,WOMEN,A,2014,36.420128,
NOR,EDUADULT,UPPSRY,WOMEN,A,2015,35.507572,
NOR,EDUADULT,UPPSRY,WOMEN,A,2016,34.929367,
NOR,EDUADULT,UPPSRY,WOMEN,A,2017,34.960907,
NOR,EDUADULT,UPPSRY,WOMEN,A,2018,34.963131,
NOR,EDUADULT,UPPSRY,WOMEN,A,2019,33.772694,
NOR,EDUADULT,UPPSRY,WOMEN,A,2020,32.054607,
POL,EDUADULT,TRY,MEN,A,2000,10.245693,
POL,EDUADULT,TRY,MEN,A,2001,10.602324,
POL,EDUADULT,TRY,MEN,A,2002,11.16184,
POL,EDUADULT,TRY,MEN,A,2003,12.716558,
POL,EDUADULT,TRY,MEN,A,2004,14.055293,
POL,EDUADULT,TRY,MEN,A,2005,14.78816,
POL,EDUADULT,TRY,MEN,A,2006,15.662543,
POL,EDUADULT,TRY,MEN,A,2007,15.996288,
POL,EDUADULT,TRY,MEN,A,2008,16.592894,
POL,EDUADULT,TRY,MEN,A,2009,17.732765,
POL,EDUADULT,TRY,MEN,A,2010,18.926443,
POL,EDUADULT,TRY,MEN,A,2011,19.445086,
POL,EDUADULT,TRY,MEN,A,2012,20.423178,
POL,EDUADULT,TRY,MEN,A,2013,21.447603,
POL,EDUADULT,TRY,MEN,A,2014,22.512486,
POL,EDUADULT,TRY,MEN,A,2015,22.828283,
POL,EDUADULT,TRY,MEN,A,2016,23.41297,
POL,EDUADULT,TRY,MEN,A,2017,24.471952,
POL,EDUADULT,TRY,MEN,A,2018,25.205914,
POL,EDUADULT,TRY,MEN,A,2019,26.24085,
POL,EDUADULT,TRY,MEN,A,2020,26.859726,
POL,EDUADULT,TRY,WOMEN,A,2000,12.444401,
POL,EDUADULT,TRY,WOMEN,A,2001,13.131769,
POL,EDUADULT,TRY,WOMEN,A,2002,13.968127,
POL,EDUADULT,TRY,WOMEN,A,2003,15.578544,
POL,EDUADULT,TRY,WOMEN,A,2004,17.313082,
POL,EDUADULT,TRY,WOMEN,A,2005,19.000616,
POL,EDUADULT,TRY,WOMEN,A,2006,20.043896,
POL,EDUADULT,TRY,WOMEN,A,2007,21.277384,
POL,EDUADULT,TRY,WOMEN,A,2008,22.416042,
POL,EDUADULT,TRY,WOMEN,A,2009,24.428253,
POL,EDUADULT,TRY,WOMEN,A,2010,25.944473,
POL,EDUADULT,TRY,WOMEN,A,2011,27.051256,
POL,EDUADULT,TRY,WOMEN,A,2012,28.530373,
POL,EDUADULT,TRY,WOMEN,A,2013,29.991989,
POL,EDUADULT,TRY,WOMEN,A,2014,31.410196,
POL,EDUADULT,TRY,WOMEN,A,2015,32.596737,
POL,EDUADULT,TRY,WOMEN,A,2016,33.939568,
POL,EDUADULT,TRY,WOMEN,A,2017,35.299824,
POL,EDUADULT,TRY,WOMEN,A,2018,36.574348,
POL,EDUADULT,TRY,WOMEN,A,2019,37.730793,
POL,EDUADULT,TRY,WOMEN,A,2020,38.83564,
POL,EDUADULT,UPPSRY,MEN,A,2000,71.312057,
POL,EDUADULT,UPPSRY,MEN,A,2001,71.615967,
POL,EDUADULT,UPPSRY,MEN,A,2002,71.580757,
POL,EDUADULT,UPPSRY,MEN,A,2003,71.328362,
POL,EDUADULT,UPPSRY,MEN,A,2004,71.034912,
POL,EDUADULT,UPPSRY,MEN,A,2005,71.225639,
POL,EDUADULT,UPPSRY,MEN,A,2006,70.867172,
POL,EDUADULT,UPPSRY,MEN,A,2007,70.962677,
POL,EDUADULT,UPPSRY,MEN,A,2008,71.133812,
POL,EDUADULT,UPPSRY,MEN,A,2009,70.642944,
POL,EDUADULT,UPPSRY,MEN,A,2010,69.800537,
POL,EDUADULT,UPPSRY,MEN,A,2011,69.66066,
POL,EDUADULT,UPPSRY,MEN,A,2012,69.250618,
POL,EDUADULT,UPPSRY,MEN,A,2013,68.71418,
POL,EDUADULT,UPPSRY,MEN,A,2014,67.921631,
POL,EDUADULT,UPPSRY,MEN,A,2015,67.753731,
POL,EDUADULT,UPPSRY,MEN,A,2016,67.723061,
POL,EDUADULT,UPPSRY,MEN,A,2017,67.511543,
POL,EDUADULT,UPPSRY,MEN,A,2018,66.904831,
POL,EDUADULT,UPPSRY,MEN,A,2019,65.978142,
POL,EDUADULT,UPPSRY,MEN,A,2020,66.027176,
POL,EDUADULT,UPPSRY,WOMEN,A,2000,65.81002,
POL,EDUADULT,UPPSRY,WOMEN,A,2001,65.854065,
POL,EDUADULT,UPPSRY,WOMEN,A,2002,65.799149,
POL,EDUADULT,UPPSRY,WOMEN,A,2003,65.662224,
POL,EDUADULT,UPPSRY,WOMEN,A,2004,65.485367,
POL,EDUADULT,UPPSRY,WOMEN,A,2005,65.238747,
POL,EDUADULT,UPPSRY,WOMEN,A,2006,65.075333,
POL,EDUADULT,UPPSRY,WOMEN,A,2007,64.392159,
POL,EDUADULT,UPPSRY,WOMEN,A,2008,64.179024,
POL,EDUADULT,UPPSRY,WOMEN,A,2009,63.156918,
POL,EDUADULT,UPPSRY,WOMEN,A,2010,62.361946,
POL,EDUADULT,UPPSRY,WOMEN,A,2011,61.671799,
POL,EDUADULT,UPPSRY,WOMEN,A,2012,60.992756,
POL,EDUADULT,UPPSRY,WOMEN,A,2013,60.114979,
POL,EDUADULT,UPPSRY,WOMEN,A,2014,59.188499,
POL,EDUADULT,UPPSRY,WOMEN,A,2015,58.374432,
POL,EDUADULT,UPPSRY,WOMEN,A,2016,57.563511,
POL,EDUADULT,UPPSRY,WOMEN,A,2017,56.937706,
POL,EDUADULT,UPPSRY,WOMEN,A,2018,56.207031,
POL,EDUADULT,UPPSRY,WOMEN,A,2019,55.310699,
POL,EDUADULT,UPPSRY,WOMEN,A,2020,54.763882,
PRT,EDUADULT,TRY,MEN,A,2000,7.579196,
PRT,EDUADULT,TRY,MEN,A,2001,7.606348,
PRT,EDUADULT,TRY,MEN,A,2002,7.3047819,
PRT,EDUADULT,TRY,MEN,A,2003,8.8033485,
PRT,EDUADULT,TRY,MEN,A,2004,10.231366,
PRT,EDUADULT,TRY,MEN,A,2005,10.642068,
PRT,EDUADULT,TRY,MEN,A,2006,11.274374,
PRT,EDUADULT,TRY,MEN,A,2007,11.032199,
PRT,EDUADULT,TRY,MEN,A,2008,11.47842,
PRT,EDUADULT,TRY,MEN,A,2009,11.949241,
PRT,EDUADULT,TRY,MEN,A,2010,12.255494,
PRT,EDUADULT,TRY,MEN,A,2011,14.522358,
PRT,EDUADULT,TRY,MEN,A,2012,15.575831,
PRT,EDUADULT,TRY,MEN,A,2013,15.417459,
PRT,EDUADULT,TRY,MEN,A,2014,17.184139,
PRT,EDUADULT,TRY,MEN,A,2015,18.444221,
PRT,EDUADULT,TRY,MEN,A,2016,19.392345,
PRT,EDUADULT,TRY,MEN,A,2017,19.199572,
PRT,EDUADULT,TRY,MEN,A,2018,19.692612,
PRT,EDUADULT,TRY,MEN,A,2019,21.502281,
PRT,EDUADULT,TRY,MEN,A,2020,22.847862,
PRT,EDUADULT,TRY,WOMEN,A,2000,10.041828,
PRT,EDUADULT,TRY,WOMEN,A,2001,10.787923,
PRT,EDUADULT,TRY,WOMEN,A,2002,11.436745,
PRT,EDUADULT,TRY,WOMEN,A,2003,13.026073,
PRT,EDUADULT,TRY,WOMEN,A,2004,14.71818,
PRT,EDUADULT,TRY,WOMEN,A,2005,14.966615,
PRT,EDUADULT,TRY,WOMEN,A,2006,15.609464,
PRT,EDUADULT,TRY,WOMEN,A,2007,16.259005,
PRT,EDUADULT,TRY,WOMEN,A,2008,17.029045,
PRT,EDUADULT,TRY,WOMEN,A,2009,17.297443,
PRT,EDUADULT,TRY,WOMEN,A,2010,18.538366,
PRT,EDUADULT,TRY,WOMEN,A,2011,19.913658,
PRT,EDUADULT,TRY,WOMEN,A,2012,21.41597,
PRT,EDUADULT,TRY,WOMEN,A,2013,23.073732,
PRT,EDUADULT,TRY,WOMEN,A,2014,25.902826,
PRT,EDUADULT,TRY,WOMEN,A,2015,26.917894,
PRT,EDUADULT,TRY,WOMEN,A,2016,27.933044,
PRT,EDUADULT,TRY,WOMEN,A,2017,28.471441,
PRT,EDUADULT,TRY,WOMEN,A,2018,29.829231,
PRT,EDUADULT,TRY,WOMEN,A,2019,30.644608,
PRT,EDUADULT,TRY,WOMEN,A,2020,32.995258,
PRT,EDUADULT,UPPSRY,MEN,A,2000,10.996108,
PRT,EDUADULT,UPPSRY,MEN,A,2001,11.572887,
PRT,EDUADULT,UPPSRY,MEN,A,2002,11.814738,
PRT,EDUADULT,UPPSRY,MEN,A,2003,12.16173,
PRT,EDUADULT,UPPSRY,MEN,A,2004,13.014821,
